username,tweet
hamdanalias83,done …  
hai_faii,interesting see how the narrative around totally different than here 
kammosiwong,aptly put 
robbie_rrb,until our voices are heard 
mongka10,tahniah kerajaan berjaya maintain angka 5000 6000 cases sehari dgn pendekatan yang sama dan caca marba 
sarjenrani,aku team guna shirt hitam  
eliqashaza,have had enough ’ time for the people take charge and demand changes 
enon28,kalau begini luar tingkap unit sendiri 
myahoself,oor renegades befitting malaysia current situation atm mean listen its lyrics true every level 
yadiskitweets,black flag day 
ridhuan90,kita dah penat rakyat bagi pandangan dengan buat bodoh kita 
23potteh,when injustice becomes the law resistance becomes duty 3rd july 2021 3pm 
itsnurfahmi,sampai sick this incompetent government suicide cases are rising and they don even care for their people may rot deepest hell 
xlhssnmnwr,you are privileged enough choose neutral when our democracy being trampled like rag and rakyats have beg for food you’ siding with the oppressor 
kammosiwong,there law against flags any colour don intimidated pdrm take videos they overstep their boundaries 
loner_gurlz,sbuk dgn sape2 tmpt skrg mmg xkn dpt puaskn hti sume org korang sume tau kecam bukan membantu pon kalo tukr kerajaan skrg then truk jadinye suh ape plak covid sume negara tgh berperang ingt sng jge negara time2 gni 
moklins,psa 
anamgomok,rakyat perlu lawan 
bnhsofficial,lebih kurang jam dari sekarang akan ada raw version channel youtube kami mentera yang akan mengiringi hari dan semoga menghidupkan kembali jiwa jiwa yang telah mati ‍☠️ get reaaadyyy ❤️ 
_yinyi_,lawan sebab dah too much people legit suffering and dying thanks these bunch clowns lagi satu mana tah twitter menteri air suam   
qmrlzrn,sampai pulih 
pelaripicisan,baru teringat ada tudung kaler hitam 
saihxnt,takde bendera baju pon raise the black flag  
dhnshg,they’ quick with investigating the black flag campaign but can’ put the same energy with everything else sexual harassment teachers multiple murders police custody the durian party people — and the list goes and and  
injangnation,sambil jangan lupa support inisiatif inisiatif mcmni terpaksa wujud sebab bantuan dari kerajaan tidak cukup untuk membantu adik adik dan anak anak kita untuk pdpr jadi 
atiqbmazli,cant stop their monstrosity enriching themselves with the country resources but can stop them from taking our spirits 
wawannshier2,pray feed our iman eat feed our body taksalah kalau berpegang teguh dengan agama tapi jangan taksub sangat overr this sign need raise our untuk 
loner_gurlz,serius xphm korang nak sure kalo ltk jwtn covid makin better pru plak xckup dgn sabah sblm korang xnk blik beraya plak thun dpn korang keje xde faedah sure2 kalo tuka kerajaan dpt elok burukkan keadaan sume 
dingrogudjarin,had enough this incompetent government 
munqeez,dos pertama selesai terima kasih semua yang terlibat secara langsung mahupun tidak langsung nota kaki lawan lawan juga vaksin jangan lupa  
sreerajie,this the most macgyver thing done this year 
sameffrn,for real though fuck this gomen 
squareeverwhere,semua orang bersemangat  
arvinp100,bella ciao 
mrhkmy,ingatkan krisis covid19 dah cukup utk tunjuk perangai sebenar politikus bangsat rupanya kempen terus berjaya membogelkan perangai perut busuk politikus gila kuasa tahniah malaysia  
eppyfizul,sampai mereka tumbang 
nageshpalani,want mahiaddin resign the reconvening parliament the ending  
nrainapia,let’sgo 
jantansejuk,comeback 
haziqfariduddin,moyaddin ding down and his clowns steps down let ask you who shall wear the mantle responsibility next certainly not gonna the previous clowns seen the same cycle over and over again and can clearly see their track records 
ravin_surandran,prepared for 
shahiramirul_,tak ada bendera hitam kita gantung baju hitam mari kita menolak kerajaan gagal ini fuck the goverment lawan habis habisan 
dingrogudjarin,fact 
annieveeee,eyyy stick satu hashtag ler kang jkom selit 
daryideanna,dengan segala palatnya dipersilakan letak jawatan 
nalisaaa,this anthem fitting right now 
ki_razalii,kain pelekat boleh jang aku nak jugak lawan tapi itu yang ada belum pukul aku dah pasang terus mart  
_kerepek_,hari ini hari kita ✊ 
fionath_,people are dying and people are tired tapi kau boleh buat pesta durian dan terbang sampai france 
marhaenb40,kami rakyat malaysia menuntut agar letak jawatan serta merta buka parlimen dengan kadar segera tamat darurat rakyat sengsara dan menderita dibawah 
txkangofficial,akta apa yang melarang orang kibar bendera hitam  
idcwutoput,let fight for what actually have have this not what want 
shopwithtika,whatever takes 
oskortos,itali menang bergaya hari yang sesuai untuk kerajaan paling bangang 
alieyfadzly,baru siap buat bendera hitam jimat guna plastik sampah 
nananaddyyy,kenapa mesti 3pm harini tak ada masa lain dah nak buat sidang media 
irfanasyraf21,✅
wsathes,get lost 
azreenyunus10,riot the language the unheard martin luther king  photo kiran ridley 
azwan_hussaini,cuaca panas harini  
vionamusic,selamat hari 
zvimzul,selagi masih gagal utk shift focus menjaga kebajikan rakyat seikhlasnya selagi rakyat mesti kita bukan hamba politik politik itu hamba kita politik dibentuk utk menaungi rakyat bukannya jaga laba politicians corrupt dan sampah khalas 
nublanthefab,lupa tudung tertinggal dalam mesin 
kingadely,dulu kuning penuh himpunan sekarang hitam penuh laman kerajaan bebal 
bison_malik,viva revolution sbb kerajaan barua ramai kena covid pastu mati ramai bunuh diri ramai takde makanan lagi 
abdullah_afeeq,’ actually crazy need this extent dah macam kena jajah dengan kerajaan sendiri 
kaqimmm,tumpang studio 
nietzrid,bendara boleh 
omniscient__,berhenti merungut kosong 
fatimahtajuddin, ikhlas dari mak anak yang jobless pissed off and fed dengan kebodohan else  song credit forevermore that inspired fire within 
boonmichael,— pakai seluar dalam hitam jugak 
jedanbrandt,day bangkit lawan penindasan 
yatimisma,girls know you have different black tudungs 
taneshselvaraju,the truth the number cases ain’ gonna decrease the gov continues what ’ doing right now everything month later ’ tag this tweet again 
__nrsffnsr__,mantapppp 
wtfiqq,harini aku decide pakai baju hitam duduk rumah sebagai tanda ✊
badboy2662,wow itu naratif diedarkan dalam whatsapp group umno lol  
thezulfo_,those who used always tweet political issue and now are silent about … ’ judging you 
wahidasamsuddin, the catalyst official music video linkin park via 
xxdonjxx,masih gigih hold pic sementara tunggu pukul ptg pra matang post awal 
muhdkerolnidzam,nasib baik ada punya baju apa lagi kita 
kylealise,got fire soul lost faith this broken system got love for home but cry there anyone listening the forgotten generation want open conversation follow this road you know gotta let 
hisayabungaaa,’ time for black flag  
dperantauan,kita malaysia deserves better 
afiqazni, sentiasa berharap semoga ciritman angkatan menteri bangsatnya disegerakan negeri abadi teruskan 
challenger_my,’ documenting and amplifying all folks raising the black flag today teruskan  and tag your tweet reply 
asyrants,jaket hitam pun jadi 
aasril1,lawan lawan juga kita dua bila nak berkawan 
fjjane1,using money and religion intimate the poor how low that can who give you the right 
ayinnordin_,come dalam sejam lagi 
raidonkimura91,boleh jadi lah 
thinkupmindaku,harap cukup besar untuk nampak dari jalan raya 
nabilah_hanum,wearing black shirt cuz today
syahredzan,belum pukul petang tapi dah trending dengan 000 tweets 
nadharith,untill july 2021 
hmmmmmmai,profile pakai baju hitam kira jugak tak 
adrnmir,takpa pukul kita itu 
arepzul,dah trending 
azrulizwanshah,baju hitam ada kayu mop dah standby flag otw 
nrhnsharol,pukul 
sreerajie,pukul 3hb julai 
mrsramsay06,much loved from 
injangnation,sambil jangan lupa jugak support rezeki peniaga kecil mcmni teruskan demi survival kita semua 
parlimendigital,you think failing then raise your  
arvenesh,didn’ have black flag but found something more suitable for the current government rubbish  
dianamadlani,tudung chiffon lama spray hitam selesai 
nurulainnamrum,3pm
insyiraha_,btw who wants popcorn makan sambil layan netflix bukan makan super ring  check profile for more info link bio 
irvlim,cuaca baik kena sidai barang 
kulasfak,takda bendera hitam had use black tshirt alternative 
munqeez,tak ada kain hitam yang sesuai plastik hitam boleh lah kan 
najeehaadam,kali ini kita 
lilbabysongbirb,getting black flag ready just can make stance clear the today  ✨ don like all✨ also all wives and children can rot hell ❤️  
ef_hash,takde bendera shawl pun jadilah pinjam sat hehe 
adiburhan,tunjukkanlah bahawa kita sebenar benarnya keturunan datuk nenek kita yang menghadap merbahaya dengan bersatu hati kita 
rahahahafiz,vendalism bukan melawan menjahanamkan  
yahallufarah,harini julai petang aku bersama  tak boleh nak kibar bendera hitam kau repost segala benda pasal bendera hitam biar ramai yang tahu tanda menentang kezaliman pemimpin yang kau orang banyak kali bagi nasihat pun diaorang tak jalan 
milkkura12,for today ’ fight for country adding the black flag campaign and put  
crazeemunky,pdrm don care pdrm still got gaji and housing pdrm need more money pdrm put road block and squeeze some from you and every rushing desperate delivery rider 
fartul_iqwan,gantung awal hari tiada kain takda masalah kita guna plastik sampah yang penting adalah message yang kita nak sampaikan pada kerajaan 
wannrosli,gahi cleaner reti nak potong gaji menteri yang banyak reti nak potong babi kerajaaan zalim 
nzkya,its today guys 
beardybobb,selain dapat keringkan jubah hitam kita jemur dan kita lawan 
ikhqid,now kinda not suitable untuk kita buat riot keluar ramai ramai this the least could for  
lilacfla,kempen hartal kontrak akan clash dengan angkat bendera hitam sulit 
parlimendigital,thought upon our year mark things would have been better has been failures upon failures people are left behind our healthcare breaking down hopes are lost kita mesti july 2021 demands naikkan 
muhdfrhan_la,meow tetap 
suzytasya_,jangan lupa kibarkan bendera kain hitam depan rumah sebagai tanda solidariti dengan hashtag dan upload semua sosial media petang tuntutan 
arasyikin,kepada menteri2 dekat malaysia saya ada cadangan instead bagi bantuan kewangan apa kata buat total lockdown grocery shopping pun jangan bagi like shut down everything lepastu duit beli basic food bagi dekat semua rakyat tak kira miskin kaya 
badboy2662,menteri vaksin umno menteri sop umno bagi bukak kilang semburit selangor ialah sebuah negeri didalam malaysia dibawah kerajaan disokong oleh umno pas bsatu kalo tak tahu duduk diam2  
adamdaniel07,guna plastik sampah  
fkr_din,together with chopper 
tundin6,boleh spam kat komen dgn 
zahidzakariaa,silap 
rincredible,quick reminder for you putting photos your black flag social media make sure your location isn identifiable recognisable buildings the background even the distance road signs identifying features like colourful houses schools shops 
yujiflrt, july 
rossehepburn,sepanajng hidup never get into political issue sangat but this time around about our future our life unite  
k_oneborn,ingat rumah sebelah balai polis subang jaya gua takut bendera takdak baju hitam saja ada lawan tetap lawan sapa lalu depan jalan kewajipan usj8 nampak hon dua kali tanda setuju 
zarakayangan_,saya memakai serba hitam hari ini sebagai tanda sokongan terhadap kempen sehingga 
anuaqqq,happy birthday 
kriptoknight3,just the one off can ordered maybe can put for auction proceeds can given any charity your choice  
ikhqid,ini win this our black parade calling all malaysians 
abdulla95382956,‍☠️‍☠️‍☠️ 
manmanfiq,tak sempat nak sebab aku kerja tapi aku tetap support julang panji hitam korang 
demokrasitotal,kibarkan bendera hitam anda demi malaysia lebih baik bangkit protes setiap media sosial july 2021 petang tuntutan tuntut muhyiddin letak jawatan parlimen dibuka segera tamat darurat 
cygaraga,this why the liberals despise those disgusting conservative all levels these blasphemous they tend abuse religion ideological ends for the sake political agenda please dont call yourself divine man front god you lacking basic rationality 
ikram48704558,haha koyak buka cerita lama buat apa face the reality bro xde modal recycle jer next pls 
ayunnayuni,using brother’ black pillowcase have two gave the other cousin lol twitter seeing first 
pqa2pm,kepada pasang rumah you are the frontliners for the rakyat marhaen may the force with you 
vionamusic,selamat hari minggu kecuali kepada 
ariefieee,’ doing our small part solidarity 
acapbadak,aku bkn siapa siapa cuma menzahirkan rasa sokongan utk 
hhpixels,sidai baju saje 
elynnejasmine,julai 2021 tuntutan 
rriqamn119,macam kat area kepong 
blackk0k0,guna tudung bawal hahaha but aku tetap akan sokong rakyat 
thezulfo_,among there are people who silently support this incompetent government  
fekryanuar_,hari lahir dan hari untuk aku harini mampu pakai baju hitam tanda sokongan untuk anda 
hanashoppe4u,pray for malaysia 
norhidhayah,sacrificed black bawal for today 
flynndelano,bersusun baju hitam kat tingkap 
amzaryomar,best juga pesta artwork 
kgr9762,thread 
bluebellzafiera,’ fight for country adding the  
simpingalien,have lord cat with 
gokusan18449716,and what happen the fiscal deficit rate increase wahai 
soulx407,all together hoist the colors high heave rise together never shall die  
fiqhtabayyun,got out soaomaking stuffs made soap bar depicting the bunga raya 
sharmineishak,have only one thing say people who are running the country anyhow they please 
myismail004,parti sendiri pun huru hara tak boleh jaga dia nak huru harakan malaysia pula 
kingadely,done jang baru rehearsal pukul angkat balik 
badboy2662,trending malaysia now biarkan anjing2 umno meroyan benda2 bodoh seolah mereka bukan kerajaan mereka sudah gelabah jatuhkan 
fiqhtabayyun,nampok bunga raya lalu lalang kat timeline dengan hashtag 
usaidasmadi_,suatu hari yang akan berulang kembali 
morethandin,500 sebulan rm500 sebulan pada tahun 2021 takde hati perut babi pak menteri 
ajiekysff,dah settle lawan guna bendera hitam kita lawan lebai penunggang agama pulak  
tisyamisu,allah dengar lah rintihan hamba hancurkan kerajaan yang kejam dan gantikan kepada yang lebih baik allah murahkan rezeki kami supaya kami boleh membantu yang lain dan kuatkan lah iman kami dalam menghadapi dugaan ini  
themediaxpress,cytro kerajaan cuba memperkecilkan inisiatif rakyat
miqdad_miq,malaysia will come back stronger come back real 
kingadely,tiada bendera hitam guna apa ada 2021 petang 
neddokhan,sorry hear that better place insyaallah you wonderfully brave 
uwunia,mari 
adrnmir,pukul kami nak 
helloika_,aku setuju tamatkan darurat 
megatfirdauz,’ tired 
helloika_,dan dah trending yow
bantsfaiz,hahahahaha goyang 
sya_zaw,since there was bersih yellow tshirt before will there black tshirt now 
calistalieya, announcement dropshippers mintak drop products kat bawah sesiapa yang terkesan kehidupan nak cari rezeki jom buat online store saya akan bantu setiap sorang secara percuma yang lain lepas store siap tolongla bantu beli  
tisyamisu,zakat biasa fokus pada miskin tegar bukan mereka tak peduli mereka fokus pada yang utama dulu zakat pun ada limit tabungan mereka yang mana menteri pergi luar negara langgar sop dapat vaksin awal tak nak bukak parlimen plan hancur nak kena carut jer 
nam1e3,letak awal2 
kikimusam,dah start riot aku baru bangun 
xu33rng,happy pkpd everyone   
cek_suhana,still mourning the loss father but tetap this has sampai 
latif26232077,xsuka bendera putih ptg nie kau dpt bendera hitam lak 
thezulfo_,“ has start somewhere has start sometime what better place than here what better time than now ”  
intannurshiela,our lives aren yours toy how does feel like have that much blood your hand 
hudaanuar00,mulai harini pakai baju tudung seluar dan mask hitam 
nadiasyahira_,pdf jelah pukul petang orang nak 
ceswoo,1st phase ✨ 
badboy2662,macai umno tgh gelabah tgk bendera hitam tapi apakah isu mereka bawa rakyat kebulur kerana pkp vaksin kes covid makin tinggi tidak tuan tuan macai umno recycle isu tian chua kena baling kes adib ‍♀️ sabar guys japgi kluar citer terowong  
omgitssaraa_,wearing all black today just make sure fellow malaysians have right speak for the sake human being 
tisyamisu,adik beradik duduk berjauhan ada masalah sendiri masing2 jiran kita cuba bantu tapi mungkin dia pun malu meminta minta kenalan aku ajk persatuan penduduk dah cuba sebaik mungkin collectt dana dan bagi semua bantuan sebaik boleh 
mamuvies,reclaim the country 
nnabill_,ayuh turun jalan raya 
mattabayyun,pukul petang hahh 
shkrshdn1, hapus pemimpin zalim  
themediaxpress,cytro dah koyak giler
afarhan_96,rakyat bangkit 
firlaiman,tweet tunjuk ada bendera hitam sebenarnya 
aidarshd,the spirit sharing protest revolt playlist that made months ago when were angry about the proclamation emergency made collaborative you have any songs that fit the theme feel free add 
skylerkool2020,the reason why ’ silent because ’ honestly afraid the unknown but everytime see there are still stupid people who only care for themselves and ’ unable help can only pray for those who are brave enough and stop this 
dkamrl,aku tujukan lagu ini untuk kita semua sempena kempen bendera hitam hari ini govt 
ligarakyatlrd, julai 2021 sabtu  3pm ❗❗❗ tuntutan 
tuqahxxi,wearing all black work today 
nazrolabdullah,3pm today guys
kgr9762,how long more wait with uncertainty uncertainty miserable word people are already dying with purpose focused mismanagement the longer wait the more will die not only because covid 
tepeksaja,bukak kilang biar lepasni semua mati kenduri durian dan paling babi  
amuse_gueule,not afraid you sick tired and frustrated can’ leave house kid can’ school flattened the curve last year this time worked hard get there but what happened sabah pdrm flag come get 
syafiqsharum,use this hashtag ill right away
arabsphere,pakai tshirt hitam agak tak semenggah tak kisah janji mesej sampai lawan  
nadsjalil,apa punya jenis manusia yang tak kisah berapa ramai orang mati asalkan dia dapat menang percaturan bangang 
yanameera,mee too 
skylerkool2020,still mental pain because all the lockdowns but pray that all and change for more caring tolerant open minded country that’ the only wish have
shaqibshahril,hari ini kita akan tunjukan tanda sokongan secara online untuk kerajaan yang menindas rakyat  
khairzawawi,00pm 2021 
lamkanahraf,lwt them siasat kita tetap 
skylerkool2020,’ time this that has caused lot depression stress anxiety and despair for all the lost hope had
terrydieheiden,lily room seeing preparing 
thissfaiz,dapat advice dorg refer tak jenis “aku dah buat” “janji kerja settle” konlusi bangang bangsat 
bloominpotato,3pm today black everywhere flags shirts tudung online 
matrahman_,aku tunggu saja solidariti rakyat untuk berdemonstrasi turun jalan walaupun pkpd dilaksanakan kalau kena tangkap boleh kita main isu 
aliazyn1,korang fikir kalau senget pon boleh jadi apa salahnya kita bagi peluang anwar ibrahim kata layak cukup layak dia pengalaman apa dia pernah rasa setakat kena sumbat jail fuhh celeah gigi dia lainlah 
7777grace7777,take the power back
diaruys,tak ada untuk guna baju hitam lah   
anonymo69146898,aku seru tolonglah pihak majlis tolong makan gaji buta ramai orang susah xde income dan sebagainya time jugaklah kau nak buat rajin bagilah sampai habis pkp orang nak survive angka kematian tinggi kau makan gaji okay lah waknat 
amuse_gueule,faham tak that people are suffering one friends killed himself last year another attempted suicide this year because didn’ have money pay his staff’ salary are angry 
yuyunrosni,this fucked government the gov that murdered its own people 
jeppppppppppp_,done tukar tweet name 
ulyahusamudin,thanks doc 
zhuszu,aku selalu terfikir melayu dalam tentera dan pasukan polis kamu semua hanya anjing ikut arahan pemerintah tiada hati perut langsung menindas rakyat 
yattlatiff_,orang kibar bendera putih kau marah siap suruh turunkan kalau tak kena saman bila orang nak kibar bendera hitam gelabah nak mampus siap nak siasat hahaha 
bignoodleonion,dont have black flag use doggo 
vshalnis,’ time fight  raise the black flag 
shafwanzaidon,boleh hitam kan profile picture dan timeline anda menjelang pukul petang 
ahaizuani,alan alang nak keringkan shawl hitam mari kita kibarkan dia 
amuse_gueule,dear why would want arrest those who raise black flags their own homes aren’ you frustrated with have not had income since march 2020 many more are worst situations people don’ have money buy food are angry 
hazimhalimx,bukan bendera but its black and can hang come black parade 
nurynimanina,geng berguna jugak stok tudung hitam hahahahaha okay tak geng 
_eksponen,gitulah hasil tebuk atap satu sen tak guna 
adamadli,thank you thanussha 
aidathecat,sambung kerja sikit tapi dah siap sedia dulu untuk kibar pukul nanti alang alang kita lawan sekali undang undang yang menindas 
fanarzyn,sukati korang lah nak ambik design aku nak buat sticker baju aku tak kisah asalkan jangan salah guna kalau buat shirt bak mai satu haha jangan risau aku tak claim teruk macam bodoh dengar sini 
jackberkicau,pengumuman 3pm muhyiddin yassin bukan perdana menteri kita lagi dekat semua platform media sosial farewell tun mahiaddin yassin lepas nak cirit lama2 pun tak 
ghazalimatnor,don forget amok malay word 
hakeemgospel,been doing research into how malaysian gov been running the pandemic very interesting are there any independent body that verify the daily infected rate will you malaysians get trouble you begin questioning the validity 
pio_dhurjanaa,sayu jugak kejiranan aku takda yang gantung atau kibar tapi aku tetap 
drthanussha,happy birthday these two amazing gentlemen that give hope for the future this country and inspire 
adamadli,terima kasih brother terus 
comrade_chum,kalau masuk lagu the cassualties are all have ngam  
catsoncouch,onnnnnn 
yungsendu,pukimak lah kerajaan 
tisyamisu,you are killing nice people 
jalah_cavalera,your ignorance their power 
lazyaviator,rakyat membantah secara aman pun polis nak kacau inilah dia kerajaan cirit abahcow ‍♂️ 
adrnmir,saya sanggup tukar terus takpa kita mana yang adaa
kesixkesi,jadiiiiiii asalkan hitam dan 
comrade_chum,org memperkecilkan inisiatif rakyat seperti kempen bendera putih hitam dan sbagainya aku perati ada golongan org kaya anak spoilt brat tak terkesan dgn pkp pentaksub kerajaan jkom pure bodoh you don’ have nice things say just shut the fuck 
sydsfwn,tengah bertugas tak sempat setting bendera hitam dekat rumah kita kibar tudung mak warna hitam 
hafeezethan,ikut 
jrjunior826,lets this ✊ 
adlyzulkefly,baik aku kibar robe hitam aku bolehlah nampak multipurpose sikit 
fatinfendi25,wlupun almari aku dipenuhi wrna hitam ptg aku decide display hati aku jela sma naik hitam nya 
nadhirahsuyuti_,done tukar jugak 
lagacawan,jam lagi siap sedia semua kita sama sama kita sama sama  
huddpique,malunya tgk statement org2 alim skrg apakah ilmu itu selama ini hanya hafalan bukan amalan 
ainasbrina,ready 
ubuumj_fnk,years before have now kita lagi 
aiyook,its black saturday 
cetomyam,must fight bangkit dan 
ezett_ruffeja,lama tak pakai selendang hitam kita pertaruhkan selendang untuk  semoga yang lalu tol duta nampak kibaran ini 
ammvangelist,cukuplah menindas mengugut memperbodoh dan memperolok rakyat 
atenyanashahril,demi keluarga orang sekeliling dan demi masa depan anak2 sampai bila darurat sampi bila pkp jom pakai baju hitam dan kibarkan bendera hitam 
tan_yeo,madness really madness this kind ppl 
jarniblakkarly,first malaysian were flying the white flag calling for essential help now they are flying the black flag calling the resign 
scialdistance, sabtu 
trancedisorder,many activists were born during ’ ruling time that friend crystal clear indicator dysfunctional government for lack better word government datang tidak dijemput pergi tidak dihalang 
shafinazshoib,aku rasa elok kita kibarkan plastik sampah lah hari berpada sikit alang2 nak buang orang sampah 
amirfirdaus27,kan nak tunggu angka 4000 baru nak buka masjid camni kerajaan islam 
chmalaysia,are dying everyday without food and money for each suffering our brothers and sisters through your responsible 
ammar_inst,full 
syazwanjamil,japgi otw balik kuale kibar bendera hitam agak2 kene tahan tak 
adamadli,terima kasih numan baik 
terrydieheiden,don think what doing trivial means nothing social media advocacy and collective protest even online will create waves changes and awareness fight and continue fighting 
kinatralalala,teringat pada film ‘the last castle’ sampai satu tahap penguasa takut pada simbol 
themediaxpress,pervert cytro attack 
qil0tt,cut bawal crepe for 
jantansejuk,awal lagi  
jang_pilah,srs apa maksud waknat  
sararokman,raise your flag malaysia raise your flag  00pm today 
mohd_kns,copy paste dibawah dan setkan anda menjadi hitam kita 
kedflopp_,jam saja lagi bersiap siaga 
miyuljoes,persediaan beberapa jam sebelum cuti tudung wife harap dia taktau 
reqamarul,takda bendera hitam yang ada almari penuh shirt hitam 
numanafifi,orang susah dan miskin kota kau letak kawad duri yang kaya dan bangsawan senang lenang perancis bercuti 
haziqhaiqal9,takda bendera takpa janji 
mhaleeque,youtube algorithm suggestions for today coincidence with the hashtag for today about assassin’ creed unity trailer hmmmm 
adrnmir,sebabtu kita ada harini 
iapplemustache,btw aku dah ready nak kibar takda kain hitam pakai baju hitam dan batang penyapu 
official_faiz,penang style takdak tapis² punya lepaih teruihh 
firdausazman7,semoga kuasa rakyat kembali 
fhanaishk,kerajaan tak peduli dengan masa depan kami dan impian kami tahu  hanyalah hashtag tapi disebabkan buntu lebih baik ikut serta dari diam membisu 
pio_dhurjanaa,kita gantung takut kibar terjatuh atas kereta orang pulak 
blackfries_,raise  
arifhaynes,kita bila lagi 
azwanie_azmi,lain kali bagi sop betul betul lah pkpd cakap tak boleh keluar lsg even kau keje essential service kan senang tidak dlm sop cakap boleh pegi kat polis tak boleh 
reviewstuffs,bendera hitam coming few houses already 
demokrat_my,ayuh rakyat malaysia kibarkan bendera hitam pada jam petang nanti dihadapan rumah anda ambil gambar dan post media sosial beserta tanda pagar 
iceseagull_,saya sebagai pelajar yang bakal menduduki peperiksaan spm 2021 saya sokong tolong lah kitorang batch tersiksa teruk takle pergi sch kene hadap pdpr aku geram dengan sikap menteri selfish korang hanya nak kan pangkat tapi taknak laksanakn tanggungjawab 
hafizaira,banyak mata yang tunggu point nak put the blame  dengan bijak 
harisbinali,ini langkah nak cegah penyakit ker langkah nak bunuh orang 
themediaxpress,sungguh hebat kerajaan melayu isley yang dianggungkan cytro 
hariszam,hari jemur baju 
badboy2662,bangunlah rakyatku bangunlah malaysiaku 
rahahahafiz,lagi bantuan ️ 
xserizahra,this makes you angry
leonwales,3pm here come tetap lawan selagi ada nyawa selagi itu kita lawan jangan takut rise and stand together virtually coz covid covid stay home 
lowlycreaturee,korg dulu aku tgh fikir mana nak cri duit nak bayar umah sewa 
_hithoryah,done gantung bendera hitam kat tiang lampu area rumah  
hamdanalias83,awal tak kalut…  
faiqahff,kakaka orang duk sibuk nak yang gersang tetap gersang
ketjournal,area rumah aku takde sape start lagi takpe meh aku start  
nalisaaa,not the most idealistic view but ’ struggle place the flag when there’ 629732828 plants the balcony  
aafna6,tak pernah aku tengok rakyat marah sampai macam kita semua penat semua orang penat sayang kerana politik punah negara 
23potteh,when was young boy father took into the city see marching band said son when you grow would you the savior the broken the beaten and the damned 
numanafifi,selamat hari jadi dan kibarkan panji tahun dulu kau turunkan bendera najib hari ini sejuta anak muda naikkan bendera  sampai 
asyrafunk,enough enough how much longer people have suffer voice out our despair could have better future before too late 
thezulfo_,rage against incompentency  
aqiljunaidi_,tak ada bendera hitam baju hitam pun jadi batang bendera tak ada batang penyapu pun jadi aku sudah korang bila lagi 
alif4408,nak tnya blh negara kita ada hak tuk bersuara tak 
lookhaiming,turn parcel bags inside out  
adrnmir,harini adalah hari untuk kita untuk 
__nrsffnsr__,pukul jangan lupa kita 
funnyevilblaire,tak mampu nak kibar bendera sbb mak tak kasi  tapi still nak jadi mampu tukar twitcon lah hitam 
skumar176,reach out for food and peace don’ stay silent 
hadesmelayu,oleh sebab aku tiada kain hitam aku ambil jubah mak aku sebagai bendera lawan tetap lawan  
ihavenoname79,bye bye bet you dont care right coz you thick skin muka tak malu you and the whole cabinet from desperation netizens now trend demand ’ resignation 
yoursy4f,apa nak jadi jadila time for fight government bangsat 
hermyrahim,jangan lupa biar lawan sampai menang 
misfitdaily,you can fight for palestine you can fight for your own country 
deballzmodels,mysejahtera 
najhannazlan,tiada bendera namun ada sedikit kata kata 
ninininawal,jijiknya perangai 
redphoenixmasz,poster created 
adam_is_malik,awal sikit 
kinatralalala,’ ready tinggal 3jam lagi then kita pacak 
ahkamdan,bagi semua out mahiadin the gang out 
ikaaguilera,even hire intern sekalipun probably intern pandai sebenarnya cuma kalau dah government bagi budget cenggitu apa intern boleh buat 
keemmzn,nazak dah malaysia nak fikir secara sains pun tak boleh nak fikir gariskan sop nak fikir logik pun tak boleh dah… hebat perjuangan kita rakyat nak kebodohan mereka berkuasa 
thiban_ben,tweet blog facebook much you can fight them and fight them hard solidarity with the people who have lost jobs income family and happiness just because this stupid moron government tetap lawan 
lncrmnn,jangan lupa 3pm kita 
terrydieheiden,jam lagi… ptg julai desakan 
efanhamza,pakai baju hitam yang penting 
rylhafeez,▶▶
afiqhakimibh,you know how collected malaysians are today black flag day but instead focusing how riot focus the movement more focused more the needs others more than ourselves even when all gasping for air love countrymen 
kissdbuxbunny,ini muka² kerajaan bangsat get out 
walski69,you might lockdown our bodies but you’ never lockdown our spirits 
jawajohor2,haha jangan tak 
fatimahtajuddin,urghh love this  
tul4ng,selamat ulangtahun moga tarikh ini tarikh kemenangan buat kita 
kkuyani,sape tak minat hoodie kan tengok sini dik semua cute and cantik yang penting mur mur 
bukankalidddd,wearing all black today fuck this government 
mm_jentayu, petang nanti 
jawajohor2,rawatan terbaik rakyat covid bersama 
cxtniss,kalau kat sepang dah gantung dah bendera hitam kita 
muhammadzakwans,lets ❗
h_bakkaniy,kalau tak ada nak digantung dekat rumah tanda paling paling tidak letaklah emoji  dekat nama twitter masing masing untuk media sosial lain tak pastilah boleh tidak kalau itu pun tak mampu takut² maknanya memang selesa dipijaklah 
cipanjiwang,dok standby lani nih tgh hujan lebat 
danielhvqeem,wearing all black get lunch  
msmuhdsoleh,you focus success you have stress but you pursue excellence success will guaranteed 
wanhaikal_my,yup pakai baju semangat guna mana ada 
aeizatism,bendera hitam takde jadi gantung shirt hitam tanda solidariti protes kerajaan tidak cekap ini wajib berundur 
aqilamad,today the solidarity our fellow malaysians against the incompetent government that has robbed its nation and people things that they deserved from their personal safety economy health etc they don deserve called leaders selfish irresponsible 
amuse_gueule,black garbage bags are good too make flags post your flag photos 3pm with hashtag 3julai 3pm 3tuntutan resign muhyiddin buka parlimen serta merta tamat darurat 
